npm/npmjs/-/JSONStream/1.3.5, MIT OR Apache-2.0, approved, clearlydefined
npm/npmjs/-/unicode-property-aliases-ecmascript/1.1.0, MIT, approved, clearlydefined
npm/npmjs/-/unicode-trie/0.3.1, MIT, approved, clearlydefined
npm/npmjs/-/unicode-trie/1.0.0, MIT, approved, clearlydefined
npm/npmjs/-/unicode-trie/2.0.0, MIT, approved, clearlydefined
npm/npmjs/-/uniq/1.0.1, MIT, approved, clearlydefined
npm/npmjs/-/uniqs/2.0.0, MIT, approved, clearlydefined
npm/npmjs/-/unique-filename/1.1.1, ISC, approved, clearlydefined
npm/npmjs/-/unique-slug/2.0.2, ISC, approved, clearlydefined
npm/npmjs/-/universalify/0.1.2, MIT, approved, clearlydefined
npm/npmjs/-/unpipe/1.0.0, MIT, approved, clearlydefined
npm/npmjs/-/unzipper/0.9.15, MIT, approved, clearlydefined
npm/npmjs/-/uri-js/4.4.1, BSD-2-Clause, approved, #1086
npm/npmjs/-/url-parse-lax/3.0.0, MIT, approved, clearlydefined
npm/npmjs/-/user-home/2.0.0, MIT, approved, clearlydefined
npm/npmjs/-/util-deprecate/1.0.2, MIT, approved, clearlydefined
npm/npmjs/-/utils-merge/1.0.1, MIT, approved, clearlydefined
npm/npmjs/-/uuid/2.0.3, MIT, approved, clearlydefined
npm/npmjs/-/uuid/3.4.0, MIT, approved, clearlydefined
npm/npmjs/-/uuid/8.3.2, MIT, approved, clearlydefined
npm/npmjs/-/v8-compile-cache/2.3.0, MIT, approved, clearlydefined
npm/npmjs/-/v8-to-istanbul/1.2.1, ISC, approved, clearlydefined
npm/npmjs/-/valid-filename/2.0.1, MIT, approved, clearlydefined
npm/npmjs/-/validate-npm-package-license/3.0.4, Apache-2.0, approved, clearlydefined
npm/npmjs/-/vary/1.1.2, MIT, approved, clearlydefined
npm/npmjs/-/vendors/1.0.4, MIT, approved, clearlydefined
npm/npmjs/-/venn.js/0.2.20, MIT, approved, clearlydefined
npm/npmjs/-/verror/1.10.0, MIT, approved, clearlydefined
npm/npmjs/-/vscode-jsonrpc/5.0.1, MIT, approved, clearlydefined
npm/npmjs/-/vscode-languageserver-protocol/3.15.3, MIT, approved, clearlydefined
npm/npmjs/-/vscode-languageserver-textdocument/1.0.1, MIT, approved, clearlydefined
npm/npmjs/-/vscode-languageserver-types/3.15.1, MIT, approved, clearlydefined
npm/npmjs/-/vscode-languageserver-types/3.16.0, MIT, approved, clearlydefined
npm/npmjs/-/vscode-textmate/4.4.0, MIT, approved, clearlydefined
npm/npmjs/-/vscode-uri/2.1.2, MIT, approved, clearlydefined
npm/npmjs/-/vscode-ws-jsonrpc/0.2.0, MIT, approved, clearlydefined
npm/npmjs/-/w3c-hr-time/1.0.2, MIT, approved, clearlydefined
npm/npmjs/-/w3c-xmlserializer/2.0.0, MIT, approved, clearlydefined
npm/npmjs/-/warning/4.0.3, MIT, approved, CQ22359
npm/npmjs/-/watchpack/2.2.0, MIT, approved, clearlydefined
npm/npmjs/-/wcwidth/1.0.1, MIT, approved, #944
npm/npmjs/-/webidl-conversions/5.0.0, BSD-2-Clause, approved, clearlydefined
npm/npmjs/-/webidl-conversions/6.1.0, BSD-2-Clause, approved, clearlydefined
npm/npmjs/-/webpack-cli/4.7.0, MIT, approved, clearlydefined
npm/npmjs/-/webpack-merge/5.8.0, MIT, approved, clearlydefined
npm/npmjs/-/webpack-sources/1.4.3, MIT, approved, clearlydefined
npm/npmjs/-/webpack-sources/2.3.1, MIT, approved, clearlydefined
npm/npmjs/-/webpack/5.46.0, MIT, approved, clearlydefined
npm/npmjs/-/whatwg-encoding/1.0.5, MIT, approved, clearlydefined
npm/npmjs/-/whatwg-mimetype/2.3.0, MIT, approved, clearlydefined
npm/npmjs/-/whatwg-url/8.7.0, MIT, approved, clearlydefined
npm/npmjs/-/whet.extend/0.9.9, MIT, approved, clearlydefined
npm/npmjs/-/which-boxed-primitive/1.0.2, MIT, approved, clearlydefined
npm/npmjs/-/which-module/2.0.0, ISC, approved, clearlydefined
npm/npmjs/-/which-pm-runs/1.0.0, MIT, approved, clearlydefined
npm/npmjs/-/which/1.3.1, ISC, approved, clearlydefined
npm/npmjs/-/which/2.0.2, ISC, approved, clearlydefined
npm/npmjs/-/wide-align/1.1.3, ISC, approved, clearlydefined
npm/npmjs/-/wildcard/2.0.0, MIT, approved, clearlydefined
npm/npmjs/-/window-size/0.1.0, MIT, approved, clearlydefined
npm/npmjs/-/wmf/1.0.2, Apache-2.0, restricted, clearlydefined
npm/npmjs/-/word-wrap/1.2.3, MIT, approved, clearlydefined
npm/npmjs/-/word/0.4.0, Apache-2.0, approved, clearlydefined
npm/npmjs/-/wordwrap/0.0.2, MIT, approved, clearlydefined
npm/npmjs/-/wordwrap/1.0.0, MIT, approved, clearlydefined
npm/npmjs/-/worker-loader/3.0.8, MIT, approved, clearlydefined
npm/npmjs/-/wrap-ansi/2.1.0, MIT, approved, clearlydefined
npm/npmjs/-/wrap-ansi/5.1.0, MIT, approved, clearlydefined
npm/npmjs/-/wrap-ansi/6.2.0, MIT, approved, clearlydefined
npm/npmjs/-/wrappy/1.0.2, ISC, approved, clearlydefined
npm/npmjs/-/write-file-atomic/2.4.3, ISC, approved, clearlydefined
npm/npmjs/-/write-file-atomic/3.0.3, ISC, approved, clearlydefined
npm/npmjs/-/write-json-file/2.3.0, MIT, approved, clearlydefined
npm/npmjs/-/write-pkg/3.2.0, MIT, approved, clearlydefined
npm/npmjs/-/ws/6.2.2, MIT, approved, clearlydefined
npm/npmjs/-/ws/7.5.3, MIT, approved, clearlydefined
npm/npmjs/-/ws/7.5.5, MIT, approved, clearlydefined
npm/npmjs/-/xdg-basedir/2.0.0, MIT, approved, clearlydefined
npm/npmjs/-/xdg-trashdir/2.1.1, MIT, approved, clearlydefined
npm/npmjs/-/xlsx/0.17.2, Apache-2.0, restricted, clearlydefined
npm/npmjs/-/xml-name-validator/3.0.0, Apache-2.0, approved, clearlydefined
npm/npmjs/-/xmlchars/2.2.0, MIT, approved, clearlydefined
npm/npmjs/-/xmldoc/1.1.2, MIT, approved, clearlydefined
npm/npmjs/-/xtend/2.1.2, MIT, approved, #269
npm/npmjs/-/xtend/4.0.2, MIT, approved, clearlydefined
npm/npmjs/-/xterm-addon-fit/0.5.0, MIT, approved, clearlydefined
npm/npmjs/-/xterm-addon-search/0.8.0, MIT, approved, clearlydefined
npm/npmjs/-/xterm/4.11.0, MIT, approved, clearlydefined
npm/npmjs/-/y18n/3.2.2, ISC, approved, clearlydefined
npm/npmjs/-/y18n/4.0.3, ISC, approved, clearlydefined
npm/npmjs/-/yallist/2.1.2, ISC, approved, clearlydefined
npm/npmjs/-/yallist/3.1.1, ISC, approved, clearlydefined
npm/npmjs/-/yallist/4.0.0, ISC, approved, clearlydefined
npm/npmjs/-/yargs-parser/13.1.2, ISC, approved, clearlydefined
npm/npmjs/-/yargs-parser/15.0.3, ISC, approved, clearlydefined
npm/npmjs/-/yargs-parser/18.1.3, ISC, approved, clearlydefined
npm/npmjs/-/yargs-parser/7.0.0, ISC, approved, clearlydefined
npm/npmjs/-/yargs-unparser/1.6.0, MIT, approved, clearlydefined
npm/npmjs/-/yargs/13.3.2, MIT, approved, clearlydefined
npm/npmjs/-/yargs/14.2.3, MIT, approved, clearlydefined
npm/npmjs/-/yargs/15.4.1, MIT, approved, clearlydefined
npm/npmjs/-/yargs/3.10.0, MIT, approved, #673
npm/npmjs/-/yargs/8.0.2, MIT, approved, clearlydefined
npm/npmjs/-/yauzl/2.10.0, MIT, approved, clearlydefined
npm/npmjs/-/yocto-queue/0.1.0, MIT, approved, clearlydefined
npm/npmjs/@amcharts/amcharts4/4.10.22, NOASSERTION, restricted, clearlydefined
npm/npmjs/@babel/code-frame/7.14.5, MIT, approved, clearlydefined
npm/npmjs/@babel/compat-data/7.14.7, MIT, approved, clearlydefined
npm/npmjs/@babel/core/7.14.8, MIT, approved, clearlydefined
npm/npmjs/@babel/generator/7.14.8, MIT, approved, clearlydefined
npm/npmjs/@babel/helper-annotate-as-pure/7.14.5, MIT, approved, clearlydefined
npm/npmjs/@babel/helper-builder-binary-assignment-operator-visitor/7.14.5, MIT, approved, clearlydefined
npm/npmjs/@babel/helper-compilation-targets/7.14.5, MIT, approved, clearlydefined
npm/npmjs/@babel/helper-create-class-features-plugin/7.14.8, MIT, approved, clearlydefined
npm/npmjs/@babel/helper-create-regexp-features-plugin/7.14.5, MIT, approved, clearlydefined
npm/npmjs/@babel/helper-define-polyfill-provider/0.2.3, MIT, approved, clearlydefined
npm/npmjs/@babel/helper-explode-assignable-expression/7.14.5, MIT, approved, clearlydefined
npm/npmjs/@babel/helper-function-name/7.14.5, MIT, approved, clearlydefined
npm/npmjs/@babel/helper-get-function-arity/7.14.5, MIT, approved, clearlydefined
npm/npmjs/@babel/helper-hoist-variables/7.14.5, MIT, approved, clearlydefined
npm/npmjs/@babel/helper-member-expression-to-functions/7.14.7, MIT, approved, clearlydefined
npm/npmjs/@babel/helper-module-imports/7.14.5, MIT, approved, clearlydefined
npm/npmjs/@babel/helper-module-transforms/7.14.8, MIT, approved, clearlydefined
npm/npmjs/@babel/helper-optimise-call-expression/7.14.5, MIT, approved, clearlydefined
npm/npmjs/@babel/helper-plugin-utils/7.14.5, MIT, approved, clearlydefined
npm/npmjs/@babel/helper-remap-async-to-generator/7.14.5, MIT, approved, clearlydefined
npm/npmjs/@babel/helper-replace-supers/7.14.5, MIT, approved, clearlydefined
npm/npmjs/@babel/helper-simple-access/7.14.8, MIT, approved, clearlydefined
npm/npmjs/@babel/helper-skip-transparent-expression-wrappers/7.14.5, MIT, approved, clearlydefined
npm/npmjs/@babel/helper-split-export-declaration/7.14.5, MIT, approved, clearlydefined
npm/npmjs/@babel/helper-validator-identifier/7.14.8, MIT, approved, clearlydefined
npm/npmjs/@babel/helper-validator-option/7.14.5, MIT, approved, clearlydefined
npm/npmjs/@babel/helper-wrap-function/7.14.5, MIT, approved, clearlydefined
npm/npmjs/@babel/helpers/7.14.8, MIT, approved, clearlydefined
npm/npmjs/@babel/highlight/7.14.5, MIT, approved, clearlydefined
npm/npmjs/@babel/parser/7.14.8, 0BSD AND BSD-2-Clause AND BSD-3-Clause AND MIT, approved, #898
npm/npmjs/@babel/plugin-bugfix-v8-spread-parameters-in-optional-chaining/7.14.5, MIT, approved, clearlydefined
npm/npmjs/@babel/plugin-proposal-async-generator-functions/7.14.7, MIT, approved, clearlydefined
npm/npmjs/@babel/plugin-proposal-class-properties/7.14.5, MIT, approved, clearlydefined
npm/npmjs/@babel/plugin-proposal-class-static-block/7.14.5, MIT, approved, clearlydefined
npm/npmjs/@babel/plugin-proposal-dynamic-import/7.14.5, MIT, approved, clearlydefined
npm/npmjs/@babel/plugin-proposal-export-namespace-from/7.14.5, MIT, approved, clearlydefined
npm/npmjs/@babel/plugin-proposal-json-strings/7.14.5, MIT, approved, clearlydefined
npm/npmjs/@babel/plugin-proposal-logical-assignment-operators/7.14.5, MIT, approved, clearlydefined
npm/npmjs/@babel/plugin-proposal-nullish-coalescing-operator/7.14.5, MIT, approved, clearlydefined
npm/npmjs/@babel/plugin-proposal-numeric-separator/7.14.5, MIT, approved, clearlydefined
npm/npmjs/@babel/plugin-proposal-object-rest-spread/7.14.7, MIT, approved, clearlydefined
npm/npmjs/@babel/plugin-proposal-optional-catch-binding/7.14.5, MIT, approved, clearlydefined
npm/npmjs/@babel/plugin-proposal-optional-chaining/7.14.5, MIT, approved, clearlydefined
npm/npmjs/@babel/plugin-proposal-private-methods/7.14.5, MIT, approved, clearlydefined
npm/npmjs/@babel/plugin-proposal-private-property-in-object/7.14.5, MIT, approved, clearlydefined
npm/npmjs/@babel/plugin-proposal-unicode-property-regex/7.14.5, MIT, approved, clearlydefined
npm/npmjs/@babel/plugin-syntax-async-generators/7.8.4, MIT, approved, clearlydefined
npm/npmjs/@babel/plugin-syntax-class-properties/7.12.13, MIT, approved, clearlydefined
npm/npmjs/@babel/plugin-syntax-class-static-block/7.14.5, MIT, approved, clearlydefined
npm/npmjs/@babel/plugin-syntax-dynamic-import/7.8.3, MIT, approved, clearlydefined
npm/npmjs/@babel/plugin-syntax-export-namespace-from/7.8.3, MIT, approved, clearlydefined
npm/npmjs/@babel/plugin-syntax-json-strings/7.8.3, MIT, approved, clearlydefined
npm/npmjs/@babel/plugin-syntax-logical-assignment-operators/7.10.4, MIT, approved, clearlydefined
npm/npmjs/@babel/plugin-syntax-nullish-coalescing-operator/7.8.3, MIT, approved, clearlydefined
npm/npmjs/@babel/plugin-syntax-numeric-separator/7.10.4, MIT, approved, clearlydefined
npm/npmjs/@babel/plugin-syntax-object-rest-spread/7.8.3, MIT, approved, clearlydefined
npm/npmjs/@babel/plugin-syntax-optional-catch-binding/7.8.3, MIT, approved, clearlydefined
npm/npmjs/@babel/plugin-syntax-optional-chaining/7.8.3, MIT, approved, clearlydefined
npm/npmjs/@babel/plugin-syntax-private-property-in-object/7.14.5, MIT, approved, clearlydefined
npm/npmjs/@babel/plugin-syntax-top-level-await/7.14.5, MIT, approved, clearlydefined
npm/npmjs/@babel/plugin-transform-arrow-functions/7.14.5, MIT, approved, clearlydefined
npm/npmjs/@babel/plugin-transform-async-to-generator/7.14.5, MIT, approved, clearlydefined
npm/npmjs/@babel/plugin-transform-block-scoped-functions/7.14.5, MIT, approved, clearlydefined
npm/npmjs/@babel/plugin-transform-block-scoping/7.14.5, MIT, approved, clearlydefined
npm/npmjs/@babel/plugin-transform-classes/7.14.5, MIT, approved, clearlydefined
npm/npmjs/@babel/plugin-transform-computed-properties/7.14.5, MIT, approved, clearlydefined
npm/npmjs/@babel/plugin-transform-destructuring/7.14.7, MIT, approved, clearlydefined
npm/npmjs/@babel/plugin-transform-dotall-regex/7.14.5, MIT, approved, clearlydefined
npm/npmjs/@babel/plugin-transform-duplicate-keys/7.14.5, MIT, approved, clearlydefined
npm/npmjs/@babel/plugin-transform-exponentiation-operator/7.14.5, MIT, approved, clearlydefined
npm/npmjs/@babel/plugin-transform-for-of/7.14.5, MIT, approved, clearlydefined
npm/npmjs/@babel/plugin-transform-function-name/7.14.5, MIT, approved, clearlydefined
npm/npmjs/@babel/plugin-transform-literals/7.14.5, MIT, approved, clearlydefined
npm/npmjs/@babel/plugin-transform-member-expression-literals/7.14.5, MIT, approved, clearlydefined
npm/npmjs/@babel/plugin-transform-modules-amd/7.14.5, MIT, approved, clearlydefined
npm/npmjs/@babel/plugin-transform-modules-commonjs/7.14.5, MIT, approved, clearlydefined
npm/npmjs/@babel/plugin-transform-modules-systemjs/7.14.5, MIT, approved, clearlydefined
npm/npmjs/@babel/plugin-transform-modules-umd/7.14.5, MIT, approved, clearlydefined
npm/npmjs/@babel/plugin-transform-named-capturing-groups-regex/7.14.7, MIT, approved, clearlydefined
npm/npmjs/@babel/plugin-transform-new-target/7.14.5, MIT, approved, clearlydefined
npm/npmjs/@babel/plugin-transform-object-super/7.14.5, MIT, approved, clearlydefined
npm/npmjs/@babel/plugin-transform-parameters/7.14.5, MIT, approved, clearlydefined
npm/npmjs/@babel/plugin-transform-property-literals/7.14.5, MIT, approved, clearlydefined
npm/npmjs/@babel/plugin-transform-regenerator/7.14.5, MIT, approved, clearlydefined
npm/npmjs/@babel/plugin-transform-reserved-words/7.14.5, MIT, approved, clearlydefined
npm/npmjs/@babel/plugin-transform-runtime/7.14.5, MIT, approved, clearlydefined
npm/npmjs/@babel/plugin-transform-shorthand-properties/7.14.5, MIT, approved, clearlydefined
npm/npmjs/@babel/plugin-transform-spread/7.14.6, MIT, approved, clearlydefined
npm/npmjs/@babel/plugin-transform-sticky-regex/7.14.5, MIT, approved, clearlydefined
npm/npmjs/@babel/plugin-transform-template-literals/7.14.5, MIT, approved, clearlydefined
npm/npmjs/@babel/plugin-transform-typeof-symbol/7.14.5, MIT, approved, clearlydefined
npm/npmjs/@babel/plugin-transform-unicode-escapes/7.14.5, MIT, approved, clearlydefined
npm/npmjs/@babel/plugin-transform-unicode-regex/7.14.5, MIT, approved, clearlydefined
npm/npmjs/@babel/preset-env/7.14.8, MIT, approved, clearlydefined
npm/npmjs/@babel/preset-modules/0.1.4, MIT, approved, clearlydefined
npm/npmjs/@babel/runtime/7.14.8, MIT, approved, clearlydefined
npm/npmjs/@babel/runtime/7.15.4, MIT, approved, clearlydefined
npm/npmjs/@babel/template/7.14.5, MIT, approved, clearlydefined
npm/npmjs/@babel/traverse/7.14.8, MIT, approved, clearlydefined
npm/npmjs/@babel/types/7.14.8, MIT, approved, clearlydefined
npm/npmjs/@devexpress/dx-chart-core/2.7.6, NOASSERTION, restricted, clearlydefined
npm/npmjs/@devexpress/dx-core/2.7.6, NOASSERTION, restricted, clearlydefined
npm/npmjs/@devexpress/dx-react-chart-bootstrap4/2.7.6, NOASSERTION, restricted, clearlydefined
npm/npmjs/@devexpress/dx-react-chart-material-ui/2.7.6, NOASSERTION, restricted, clearlydefined
npm/npmjs/@devexpress/dx-react-chart/2.7.6, NOASSERTION, restricted, clearlydefined
npm/npmjs/@devexpress/dx-react-core/2.7.6, NOASSERTION, restricted, clearlydefined
npm/npmjs/@discoveryjs/json-ext/0.5.3, MIT, approved, clearlydefined
npm/npmjs/@electron/get/1.12.4, MIT, approved, clearlydefined
npm/npmjs/@emotion/hash/0.8.0, MIT, approved, clearlydefined
npm/npmjs/@foliojs-fork/fontkit/1.9.1, MIT, approved, clearlydefined
npm/npmjs/@foliojs-fork/linebreak/1.1.1, MIT, approved, clearlydefined
npm/npmjs/@foliojs-fork/pdfkit/0.12.3, MIT, approved, clearlydefined
npm/npmjs/@foliojs-fork/restructure/2.0.2, MIT, approved, clearlydefined
npm/npmjs/@hypnosphi/create-react-context/0.3.1, MIT, approved, clearlydefined
npm/npmjs/@improved/node/1.1.1, MIT, approved, clearlydefined
npm/npmjs/@material-ui/core/4.12.3, MIT, approved, clearlydefined
npm/npmjs/@material-ui/styles/4.11.4, MIT, approved, clearlydefined
npm/npmjs/@material-ui/system/4.12.1, MIT, approved, clearlydefined
npm/npmjs/@material-ui/types/5.1.0, MIT, approved, clearlydefined
npm/npmjs/@material-ui/utils/4.11.2, MIT, approved, clearlydefined
npm/npmjs/@nodelib/fs.scandir/2.1.5, MIT, approved, clearlydefined
npm/npmjs/@nodelib/fs.stat/2.0.5, MIT, approved, clearlydefined
npm/npmjs/@nodelib/fs.walk/1.2.8, MIT, approved, clearlydefined
npm/npmjs/@phosphor/algorithm/1.2.0, BSD-3-Clause, approved, clearlydefined
npm/npmjs/@phosphor/collections/1.2.0, BSD-3-Clause, approved, clearlydefined
npm/npmjs/@phosphor/commands/1.7.2, BSD-3-Clause, approved, clearlydefined
npm/npmjs/@phosphor/coreutils/1.3.1, BSD-3-Clause, approved, clearlydefined
npm/npmjs/@phosphor/disposable/1.3.1, BSD-3-Clause, approved, clearlydefined
npm/npmjs/@phosphor/domutils/1.1.4, BSD-3-Clause, approved, clearlydefined
npm/npmjs/@phosphor/dragdrop/1.4.1, BSD-3-Clause, approved, clearlydefined
npm/npmjs/@phosphor/keyboard/1.1.3, BSD-3-Clause, approved, clearlydefined
npm/npmjs/@phosphor/messaging/1.3.0, BSD-3-Clause, approved, clearlydefined
npm/npmjs/@phosphor/properties/1.1.3, BSD-3-Clause, approved, clearlydefined
npm/npmjs/@phosphor/signaling/1.3.1, BSD-3-Clause, approved, clearlydefined
npm/npmjs/@phosphor/virtualdom/1.2.0, BSD-3-Clause, approved, clearlydefined
npm/npmjs/@phosphor/widgets/1.9.3, BSD-3-Clause, approved, clearlydefined
npm/npmjs/@primer/octicons-react/9.6.0, MIT, approved, clearlydefined
npm/npmjs/@sindresorhus/df/1.0.1, MIT, approved, clearlydefined
npm/npmjs/@sindresorhus/df/2.1.0, MIT, approved, clearlydefined
npm/npmjs/@sindresorhus/is/0.14.0, MIT, approved, clearlydefined
npm/npmjs/@stroncium/procfs/1.2.1, CC0-1.0, approved, clearlydefined
npm/npmjs/@szmarczak/http-timer/1.1.2, MIT, approved, clearlydefined
npm/npmjs/@theia/application-manager/1.15.0, EPL-2.0 OR GPL-2.0-with-classpath-exception, approved, ecd.theia
npm/npmjs/@theia/application-package/1.15.0, EPL-2.0 OR GPL-2.0-with-classpath-exception, approved, ecd.theia
npm/npmjs/@theia/cli/1.15.0, EPL-2.0 OR GPL-2.0-with-classpath-exception, approved, ecd.theia
npm/npmjs/@theia/compression-webpack-plugin/3.0.0, EPL-2.0 OR GPL-2.0-with-classpath-exception, approved, ecd.theia
npm/npmjs/@theia/core/1.15.0, EPL-2.0 OR GPL-2.0-with-classpath-exception, approved, ecd.theia
npm/npmjs/@theia/editor/1.15.0, EPL-2.0 OR GPL-2.0-with-classpath-exception, approved, ecd.theia
npm/npmjs/@theia/electron/1.15.0, EPL-2.0 OR GPL-2.0-with-classpath-exception, approved, ecd.theia
npm/npmjs/@theia/filesystem/1.15.0, EPL-2.0 OR GPL-2.0-with-classpath-exception, approved, ecd.theia
npm/npmjs/@theia/markers/1.15.0, EPL-2.0 OR GPL-2.0-with-classpath-exception, approved, ecd.theia
npm/npmjs/@theia/messages/1.15.0, EPL-2.0 OR GPL-2.0-with-classpath-exception, approved, ecd.theia
npm/npmjs/@theia/monaco-editor-core/0.20.0, EPL-2.0 OR GPL-2.0-with-classpath-exception, approved, ecd.theia
npm/npmjs/@theia/monaco/1.15.0, EPL-2.0 OR GPL-2.0-with-classpath-exception, approved, ecd.theia
npm/npmjs/@theia/navigator/1.15.0, EPL-2.0 OR GPL-2.0-with-classpath-exception, approved, ecd.theia
npm/npmjs/@theia/node-pty/0.9.0-theia.6, EPL-2.0 OR GPL-2.0-with-classpath-exception, approved, ecd.theia
npm/npmjs/@theia/outline-view/1.15.0, EPL-2.0 OR GPL-2.0-with-classpath-exception, approved, ecd.theia
npm/npmjs/@theia/ovsx-client/1.15.0, EPL-2.0 OR GPL-2.0-with-classpath-exception, approved, ecd.theia
npm/npmjs/@theia/preferences/1.15.0, EPL-2.0 OR GPL-2.0-with-classpath-exception, approved, ecd.theia
npm/npmjs/@theia/process/1.15.0, EPL-2.0 OR GPL-2.0-with-classpath-exception, approved, ecd.theia
npm/npmjs/@theia/terminal/1.15.0, EPL-2.0 OR GPL-2.0-with-classpath-exception, approved, ecd.theia
npm/npmjs/@theia/userstorage/1.15.0, EPL-2.0 OR GPL-2.0-with-classpath-exception, approved, ecd.theia
npm/npmjs/@theia/variable-resolver/1.15.0, EPL-2.0 OR GPL-2.0-with-classpath-exception, approved, ecd.theia
npm/npmjs/@theia/workspace/1.15.0, EPL-2.0 OR GPL-2.0-with-classpath-exception, approved, ecd.theia
npm/npmjs/@tootallnate/once/1.1.2, MIT, approved, clearlydefined
npm/npmjs/@types/base64-arraybuffer/0.1.0, MIT, approved, clearlydefined
npm/npmjs/@types/bent/7.3.2, MIT, approved, clearlydefined
npm/npmjs/@types/body-parser/1.19.1, MIT, approved, clearlydefined
npm/npmjs/@types/caseless/0.12.2, MIT, approved, clearlydefined
npm/npmjs/@types/chai/4.2.21, MIT, approved, clearlydefined
npm/npmjs/@types/connect/3.4.35, MIT, approved, clearlydefined
npm/npmjs/@types/cookie/0.3.3, MIT, approved, clearlydefined
npm/npmjs/@types/d3-path/2.0.1, MIT, approved, clearlydefined
npm/npmjs/@types/d3-scale/3.3.2, MIT, approved, clearlydefined
npm/npmjs/@types/d3-shape/2.1.3, MIT, approved, clearlydefined
npm/npmjs/@types/d3-time/2.1.1, MIT, approved, clearlydefined
npm/npmjs/@types/dompurify/2.2.3, MIT, approved, clearlydefined
npm/npmjs/@types/eslint-scope/3.7.1, MIT, approved, clearlydefined
npm/npmjs/@types/eslint/7.28.0, MIT, approved, clearlydefined
npm/npmjs/@types/estree/0.0.50, MIT, approved, clearlydefined
npm/npmjs/@types/events/3.0.0, MIT, approved, clearlydefined
npm/npmjs/@types/express-serve-static-core/4.17.24, MIT, approved, clearlydefined
npm/npmjs/@types/express/4.17.13, MIT, approved, clearlydefined
npm/npmjs/@types/fs-extra/4.0.12, MIT, approved, clearlydefined
npm/npmjs/@types/glob/7.1.4, MIT, approved, clearlydefined
npm/npmjs/@types/json-schema/7.0.8, MIT, approved, clearlydefined
npm/npmjs/@types/lodash.debounce/4.0.3, MIT, approved, clearlydefined
npm/npmjs/@types/lodash.throttle/4.1.6, MIT, approved, clearlydefined
npm/npmjs/@types/lodash/4.14.171, MIT, approved, clearlydefined
npm/npmjs/@types/mime-types/2.1.0, MIT, approved, clearlydefined
npm/npmjs/@types/mime/1.3.2, MIT, approved, clearlydefined
npm/npmjs/@types/minimatch/3.0.5, MIT, approved, clearlydefined
npm/npmjs/@types/minipass/2.2.1, MIT, approved, clearlydefined
npm/npmjs/@types/mkdirp/0.5.2, MIT, approved, clearlydefined
npm/npmjs/@types/mocha/5.2.7, MIT, approved, clearlydefined
npm/npmjs/@types/node-fetch/2.5.11, MIT, approved, clearlydefined
npm/npmjs/@types/node/12.20.16, MIT, approved, clearlydefined
npm/npmjs/@types/node/16.4.0, MIT, approved, clearlydefined
npm/npmjs/@types/prop-types/15.7.4, MIT, approved, clearlydefined
npm/npmjs/@types/puppeteer/2.1.6, MIT, approved, clearlydefined
npm/npmjs/@types/qs/6.9.7, MIT, approved, clearlydefined
npm/npmjs/@types/range-parser/1.2.4, MIT, approved, clearlydefined
npm/npmjs/@types/react-dom/16.9.14, MIT, approved, clearlydefined
npm/npmjs/@types/react-transition-group/4.4.2, MIT, approved, clearlydefined
npm/npmjs/@types/react-virtualized/9.21.12, MIT, approved, clearlydefined
npm/npmjs/@types/react/16.14.11, MIT, approved, clearlydefined
npm/npmjs/@types/react/17.0.14, MIT, approved, #1210
npm/npmjs/@types/request/2.48.6, MIT, approved, clearlydefined
npm/npmjs/@types/requestretry/1.12.8, MIT, approved, clearlydefined
npm/npmjs/@types/resize-observer-browser/0.1.6, MIT, approved, clearlydefined
npm/npmjs/@types/rimraf/2.0.5, MIT, approved, clearlydefined
npm/npmjs/@types/route-parser/0.1.3, MIT, approved, clearlydefined
npm/npmjs/@types/safer-buffer/2.1.0, MIT, approved, clearlydefined
npm/npmjs/@types/scheduler/0.16.2, MIT, approved, clearlydefined
npm/npmjs/@types/semver/5.5.0, MIT, approved, clearlydefined
npm/npmjs/@types/serve-static/1.13.10, MIT, approved, clearlydefined
npm/npmjs/@types/tar-fs/1.16.3, MIT, approved, clearlydefined
npm/npmjs/@types/tar-stream/2.2.1, MIT, approved, clearlydefined
npm/npmjs/@types/tar/4.0.5, MIT, approved, clearlydefined
npm/npmjs/@types/tough-cookie/4.0.1, MIT, approved, clearlydefined
npm/npmjs/@types/trusted-types/2.0.2, MIT, approved, clearlydefined
npm/npmjs/@types/uuid/7.0.5, MIT, approved, clearlydefined
npm/npmjs/@types/write-json-file/2.2.1, MIT, approved, clearlydefined
npm/npmjs/@types/ws/5.1.2, MIT, approved, clearlydefined
npm/npmjs/@types/yargs-parser/20.2.1, MIT, approved, clearlydefined
npm/npmjs/@types/yargs/15.0.14, MIT, approved, clearlydefined
npm/npmjs/@webassemblyjs/ast/1.11.1, MIT, approved, clearlydefined
npm/npmjs/@webassemblyjs/floating-point-hex-parser/1.11.1, MIT, approved, clearlydefined
npm/npmjs/@webassemblyjs/helper-api-error/1.11.1, MIT, approved, clearlydefined
npm/npmjs/@webassemblyjs/helper-buffer/1.11.1, MIT, approved, clearlydefined
npm/npmjs/@webassemblyjs/helper-numbers/1.11.1, MIT, approved, clearlydefined
npm/npmjs/@webassemblyjs/helper-wasm-bytecode/1.11.1, MIT, approved, clearlydefined
npm/npmjs/@webassemblyjs/helper-wasm-section/1.11.1, MIT, approved, clearlydefined
